ThreatId,Altitude,Time
2500,87.06896551724147,001060000010
3000,117.42222222222219,001060000015
2002,200.0,001065000000
2001,255.31914893617017,001070000000
2500,87.58620689655181,001070000010
3000,116.17777777777775,001070000015
2002,200.0,001075000000
2001,259.57446808510633,001080000000
2500,88.10344827586216,001080000010
3000,114.93333333333331,001080000015
2002,200.0,001085000000
2001,263.8297872340425,001090000000
2500,88.62068965517251,001090000010
3000,113.68888888888887,001090000015
2002,200.0,001095000000
2001,268.08510638297867,001100000000
2500,89.13793103448286,001100000010
3000,112.44444444444443,001100000015
2002,200.0,001105000000
2001,272.34042553191483,001110000000
2500,89.65517241379321,001110000010
3000,111.19999999999999,001110000015
2002,200.0,001115000000
2001,276.595744680851,001120000000
2500,90.17241379310356,001120000010
3000,109.95555555555555,001120000015
2002,200.0,001125000000
2001,280.85106382978717,001130000000
2500,90.68965517241391,001130000010
3000,108.71111111111111,001130000015
2002,200.0,001135000000
2001,285.10638297872333,001140000000
2500,91.20689655172426,001140000010
3000,107.46666666666667,001140000015
2002,200.0,001145000000
2001,289.3617021276595,001150000000
2500,91.7241379310346,001150000010
3000,106.22222222222223,001150000015
2002,200.0,001155000000
2001,293.61702127659566,001160000000
2500,92.24137931034495,001160000010
3000,104.97777777777779,001160000015
2002,200.0,001165000000
2001,297.87234042553183,001170000000
2500,92.7586206896553,001170000010
3000,103.73333333333335,001170000015
2002,200.0,001175000000
2001,302.127659574468,001180000000
2500,93.27586206896565,001180000010
3000,102.48888888888891,001180000015
2002,200.0,001185000000
2001,306.38297872340416,001190000000
2500,93.793103448276,001190000010
3000,101.24444444444447,001190000015
2002,200.0,001195000000
2001,310.63829787234033,001200000000
2500,94.31034482758635,001200000010
3000,100.00000000000003,001200000015
2002,200.0,001205000000
2001,314.8936170212765,001210000000
2500,94.8275862068967,001210000010
3000,101.80000000000003,001210000015
2002,200.0,001215000000
2001,319.14893617021266,001220000000
2500,95.34482758620705,001220000010
3000,103.60000000000002,001220000015
2002,200.0,001225000000
2001,323.40425531914883,001230000000
2500,95.8620689655174,001230000010
3000,105.40000000000002,001230000015
2002,200.0,001235000000
2001,327.659574468085,001240000000
2500,96.37931034482774,001240000010
3000,107.20000000000002,001240000015
2002,200.0,001245000000
2001,331.91489361702116,001250000000
2500,96.89655172413809,001250000010
3000,109.00000000000001,001250000015
2002,200.0,001255000000
2001,336.17021276595733,001260000000
2500,97.41379310344844,001260000010
3000,110.80000000000001,001260000015
2002,200.0,001265000000
2001,340.4255319148935,001270000000
2500,97.93103448275879,001270000010
3000,112.60000000000001,001270000015
2002,200.0,001275000000
2001,344.68085106382966,001280000000
2500,98.44827586206914,001280000010
3000,114.4,001280000015
2002,200.0,001285000000
2001,348.93617021276583,001290000000
2500,98.96551724137949,001290000010
3000,116.2,001290000015
2002,200.0,001295000000
2001,353.191489361702,001300000000
2500,99.48275862068984,001300000010
3000,118.0,001300000015
2002,200.0,001305000000
2001,357.44680851063816,001310000000
2500,100.00000000000018,001310000010
3000,119.8,001310000015
2002,200.0,001315000000
2001,361.70212765957433,001320000000
3000,121.6,001320000015
2002,200.0,001325000000
2001,365.9574468085105,001330000000
3000,123.39999999999999,001330000015
2002,200.0,001335000000
2001,370.21276595744666,001340000000
3000,125.19999999999999,001340000015
2002,200.0,001345000000
2001,374.46808510638283,001350000000
3000,126.99999999999999,001350000015
2002,200.0,001355000000
2001,378.723404255319,001360000000
3000,125.19999999999999,001360000015
2002,200.0,001365000000
2001,382.97872340425516,001370000000
3000,123.39999999999999,001370000015
2002,200.0,001375000000
2001,387.23404255319133,001380000000
3000,121.6,001380000015
2002,200.0,001385000000
2001,391.4893617021275,001390000000
3000,119.8,001390000015
2002,200.0,001395000000
2001,395.74468085106366,001400000000
3000,118.0,001400000015
2002,200.0,001405000000
2001,399.99999999999983,001410000000
3000,116.2,001410000015
2002,200.0,001415000000
2001,404.255319148936,001420000000
3000,114.4,001420000015
2002,200.0,001425000000
2001,408.51063829787216,001430000000
3000,112.60000000000001,001430000015
2002,200.0,001435000000
2001,412.76595744680833,001440000000
3000,110.80000000000001,001440000015
2002,200.0,001445000000
2001,417.0212765957445,001450000000
3000,109.00000000000001,001450000015
2002,200.0,001455000000
2001,421.27659574468066,001460000000
3000,107.20000000000002,001460000015
2002,200.0,001465000000
2001,425.53191489361683,001470000000
3000,105.40000000000002,001470000015
2002,200.0,001475000000
2001,429.787234042553,001480000000
3000,103.60000000000002,001480000015
2002,200.0,001485000000
2001,434.04255319148916,001490000000
3000,101.80000000000003,001490000015
2002,200.0,001495000000
2001,438.29787234042533,001500000000
3000,100.00000000000003,001500000015
2002,200.0,001505000000
2001,442.5531914893615,001510000000
3000,101.80000000000003,001510000015
2002,200.0,001515000000
2001,446.80851063829766,001520000000
3000,103.60000000000002,001520000015
2002,200.0,001525000000
2001,451.06382978723383,001530000000
3000,105.40000000000002,001530000015
2002,200.0,001535000000
2001,455.31914893617,001540000000
3000,107.20000000000002,001540000015
2002,200.0,001545000000
2001,459.57446808510616,001550000000
3000,109.00000000000001,001550000015
2002,202.30769230769232,001555000000
2001,463.8297872340423,001560000000
3000,110.80000000000001,001560000015
2002,204.61538461538464,001565000000
2001,468.0851063829785,001570000000
3000,112.60000000000001,001570000015
2002,206.92307692307696,001575000000
2001,472.34042553191466,001580000000
3000,114.4,001580000015
2002,209.23076923076928,001585000000
2001,476.5957446808508,001590000000
3000,116.2,001590000015
2002,211.5384615384616,001595000000
2001,480.851063829787,001600000000
3000,118.0,001600000015
2002,213.84615384615392,001605000000
2001,485.10638297872316,001610000000
3000,119.8,001610000015
2002,216.15384615384625,001615000000
2001,489.3617021276593,001620000000
3000,121.6,001620000015
2002,218.46153846153857,001625000000
2001,493.6170212765955,001630000000
3000,123.39999999999999,001630000015
2002,220.7692307692309,001635000000
2001,497.87234042553166,001640000000
3000,125.19999999999999,001640000015
2002,223.0769230769232,001645000000
2001,502.1276595744678,001650000000
3000,126.99999999999999,001650000015
2002,225.38461538461553,001655000000
2001,506.382978723404,001660000000
3000,125.19999999999999,001660000015
2002,227.69230769230785,001665000000
2001,510.63829787234016,001670000000
3000,123.39999999999999,001670000015
2002,230.00000000000017,001675000000
2001,514.8936170212763,001680000000
3000,121.6,001680000015
2002,232.3076923076925,001685000000
2001,519.1489361702126,001690000000
3000,119.8,001690000015
2002,234.6153846153848,001695000000
2001,523.4042553191488,001700000000
3000,118.0,001700000015
2002,236.92307692307713,001705000000
2001,527.659574468085,001710000000
3000,116.2,001710000015
2002,239.23076923076945,001715000000
2001,531.9148936170212,001720000000
3000,114.4,001720000015
2002,241.53846153846177,001725000000
2001,536.1702127659574,001730000000
3000,112.60000000000001,001730000015
2002,243.8461538461541,001735000000
2001,540.4255319148937,001740000000
3000,110.80000000000001,001740000015
2002,246.15384615384642,001745000000
2001,544.6808510638299,001750000000
3000,109.00000000000001,001750000015
2002,248.46153846153874,001755000000
2001,548.9361702127661,001760000000
3000,107.20000000000002,001760000015
2002,250.76923076923106,001765000000
2001,553.1914893617023,001770000000
3000,105.40000000000002,001770000015
2002,253.07692307692338,001775000000
2001,557.4468085106386,001780000000
3000,103.60000000000002,001780000015
2002,255.3846153846157,001785000000
2001,561.7021276595748,001790000000
3000,101.80000000000003,001790000015
2002,257.692307692308,001795000000
2001,565.957446808511,001800000000
3000,100.00000000000003,001800000015
2002,260.00000000000034,001805000000
2001,570.2127659574472,001810000000
3000,101.80000000000003,001810000015
2002,262.30769230769266,001815000000
2001,574.4680851063835,001820000000
3000,103.60000000000002,001820000015
2002,264.615384615385,001825000000
2001,578.7234042553197,001830000000
3000,105.40000000000002,001830000015
2002,266.9230769230773,001835000000
2001,582.9787234042559,001840000000
3000,107.20000000000002,001840000015
2002,269.2307692307696,001845000000
2001,587.2340425531921,001850000000
3000,109.00000000000001,001850000015
2002,271.53846153846195,001855000000
2001,591.4893617021283,001860000000
3000,110.80000000000001,001860000015
2002,273.84615384615427,001865000000
2001,595.7446808510646,001870000000
3000,112.60000000000001,001870000015
2002,276.1538461538466,001875000000
2001,600.0000000000008,001880000000
3000,114.4,001880000015
2002,278.4615384615389,001885000000
2001,600.0000000000008,001890000000
3000,116.2,001890000015
2002,280.7692307692312,001895000000
2001,600.0000000000008,001900000000
3000,118.0,001900000015
2002,283.07692307692355,001905000000
2001,600.0000000000008,001910000000
3000,119.8,001910000015
2002,285.38461538461587,001915000000
2001,600.0000000000008,001920000000
3000,121.6,001920000015
2002,287.6923076923082,001925000000
2001,600.0000000000008,001930000000
3000,123.39999999999999,001930000015
2002,290.0000000000005,001935000000
2001,600.0000000000008,001940000000
3000,125.19999999999999,001940000015
2002,292.30769230769283,001945000000
2001,600.0000000000008,001950000000
3000,126.99999999999999,001950000015
2002,294.61538461538515,001955000000
2001,600.0000000000008,001960000000
3000,125.19999999999999,001960000015
2002,296.9230769230775,001965000000
2001,600.0000000000008,001970000000
3000,123.39999999999999,001970000015
2002,299.2307692307698,001975000000
2001,600.0000000000008,001980000000
3000,121.6,001980000015
2002,301.5384615384621,001985000000
2001,600.0000000000008,001990000000
3000,119.8,001990000015
2002,303.84615384615444,001995000000
2001,600.0000000000008,002000000000
3000,118.0,002000000015
2002,306.15384615384676,002005000000
2001,600.0000000000008,002010000000
3000,116.2,002010000015
2002,308.4615384615391,002015000000
2001,600.0000000000008,002020000000
3000,114.4,002020000015
2002,310.7692307692314,002025000000
2001,600.0000000000008,002030000000
3000,112.60000000000001,002030000015
2002,313.0769230769237,002035000000
2001,600.0000000000008,002040000000
3000,110.80000000000001,002040000015
2002,315.38461538461604,002045000000
2001,600.0000000000008,002050000000
3000,109.00000000000001,002050000015
2002,317.69230769230836,002055000000
2001,600.0000000000008,002060000000
3000,108.10000000000001,002060000015
2002,320.0000000000007,002065000000
2001,600.0000000000008,002070000000
3000,107.2,002070000015
2002,322.307692307693,002075000000
2001,600.0000000000008,002080000000
3000,106.3,002080000015
2002,324.6153846153853,002085000000
2001,600.0000000000008,002090000000
3000,105.39999999999999,002090000015
2002,326.92307692307764,002095000000
2001,600.0000000000008,002100000000
3000,104.49999999999999,002100000015
2002,329.23076923076997,002105000000
2001,600.0000000000008,002110000000
3000,103.59999999999998,002110000015
2002,331.5384615384623,002115000000
2001,600.0000000000008,002120000000
3000,102.69999999999997,002120000015
2002,333.8461538461546,002125000000
2001,600.0000000000008,002130000000
3000,101.79999999999997,002130000015
2002,336.1538461538469,002135000000
2001,600.0000000000008,002140000000
3000,100.89999999999996,002140000015
2002,338.46153846153925,002145000000
2001,600.0000000000008,002150000000
3000,99.99999999999996,002150000015
2002,340.76923076923157,002155000000
2001,600.0000000000008,002160000000
3000,101.17647058823525,002160000015
2002,343.0769230769239,002165000000
2001,600.0000000000008,002170000000
3000,102.35294117647054,002170000015
2002,345.3846153846162,002175000000
2001,600.0000000000008,002180000000
3000,103.52941176470583,002180000015
2002,347.69230769230853,002185000000
2001,600.0000000000008,002190000000
3000,104.70588235294112,002190000015
2002,350.00000000000085,002195000000
2001,600.0000000000008,002200000000
3000,105.8823529411764,002200000015
2002,352.3076923076932,002205000000
2001,600.0000000000008,002210000000
3000,107.0588235294117,002210000015
2002,354.6153846153855,002215000000
2001,600.0000000000008,002220000000
3000,108.23529411764699,002220000015
2002,356.9230769230778,002225000000
2001,600.0000000000008,002230000000
3000,109.41176470588228,002230000015
2002,359.23076923077014,002235000000
2001,600.0000000000008,002240000000
3000,110.58823529411757,002240000015
2002,361.53846153846246,002245000000
2001,600.0000000000008,002250000000
3000,111.76470588235286,002250000015
2002,363.8461538461548,002255000000
2001,600.0000000000008,002260000000
3000,112.94117647058815,002260000015
2002,366.1538461538471,002265000000
2001,600.0000000000008,002270000000
3000,114.11764705882344,002270000015
2002,368.4615384615394,002275000000
2001,600.0000000000008,002280000000
3000,115.29411764705873,002280000015
2002,370.76923076923174,002285000000
2001,600.0000000000008,002290000000
3000,116.47058823529402,002290000015
2002,373.07692307692406,002295000000
2001,600.0000000000008,002300000000
3000,117.6470588235293,002300000015
2002,375.3846153846164,002305000000
2001,600.0000000000008,002310000000
3000,118.8235294117646,002310000015
2002,377.6923076923087,002315000000
2001,600.0000000000008,002320000000
3000,119.99999999999989,002320000015
2002,380.000000000001,002325000000
2001,600.0000000000008,002330000000
3000,121.17647058823518,002330000015
2002,382.30769230769334,002335000000
2001,600.0000000000008,002340000000
3000,122.35294117647047,002340000015
2002,384.61538461538566,002345000000
2001,600.0000000000008,002350000000
3000,123.52941176470576,002350000015
2002,386.923076923078,002355000000
2001,600.0000000000008,002360000000
3000,124.70588235294105,002360000015
2002,389.2307692307703,002365000000
2001,600.0000000000008,002370000000
3000,125.88235294117634,002370000015
2002,391.5384615384626,002375000000
2001,600.0000000000008,002380000000
3000,127.05882352941163,002380000015
2002,393.84615384615495,002385000000
2001,600.0000000000008,002390000000
3000,128.23529411764693,002390000015
2002,396.15384615384727,002395000000
2001,600.0000000000008,002400000000
3000,129.41176470588223,002400000015
2002,398.4615384615396,002405000000
2001,600.0000000000008,002410000000
3000,130.58823529411754,002410000015
2002,400.7692307692319,002415000000
2001,600.0000000000008,002420000000
3000,131.76470588235284,002420000015
2002,403.07692307692423,002425000000
2001,600.0000000000008,002430000000
3000,132.94117647058815,002430000015
2002,405.38461538461655,002435000000
2001,600.0000000000008,002440000000
3000,134.11764705882345,002440000015
2002,407.6923076923089,002445000000
2001,600.0000000000008,002450000000
3000,135.29411764705875,002450000015
2002,410.0000000000012,002455000000
2001,600.0000000000008,002460000000
3000,136.47058823529406,002460000015
2002,412.3076923076935,002465000000
2001,600.0000000000008,002470000000
3000,137.64705882352936,002470000015
2002,414.61538461538584,002475000000
2001,600.0000000000008,002480000000
3000,138.82352941176467,002480000015
2002,416.92307692307816,002485000000
2001,600.0000000000008,002490000000
3000,139.99999999999997,002490000015
2002,419.2307692307705,002495000000
2001,600.0000000000008,002500000000
3000,141.17647058823528,002500000015
2002,421.5384615384628,002505000000
2001,600.0000000000008,002510000000
3000,142.35294117647058,002510000015
2002,423.8461538461551,002515000000
2001,600.0000000000008,002520000000
3000,143.52941176470588,002520000015
2002,426.15384615384744,002525000000
2001,600.0000000000008,002530000000
3000,144.7058823529412,002530000015
2002,428.46153846153976,002535000000
2001,600.0000000000008,002540000000
3000,145.8823529411765,002540000015
2002,430.7692307692321,002545000000
2001,600.0000000000008,002550000000
3000,147.0588235294118,002550000015
2002,433.0769230769244,002555000000
2001,600.0000000000008,002560000000
3000,148.2352941176471,002560000015
2002,435.3846153846167,002565000000
2001,600.0000000000008,002570000000
3000,149.4117647058824,002570000015
2002,437.69230769230904,002575000000
2001,600.0000000000008,002580000000
3000,150.5882352941177,002580000015
2002,440.00000000000136,002585000000
2001,600.0000000000008,002590000000
3000,151.764705882353,002590000015
2002,442.3076923076937,002595000000
2001,600.0000000000008,002600000000
3000,152.94117647058832,002600000015
2002,444.615384615386,002605000000
2001,600.0000000000008,002610000000
3000,154.11764705882362,002610000015
2002,446.9230769230783,002615000000
2001,600.0000000000008,002620000000
3000,155.29411764705893,002620000015
2002,449.23076923077065,002625000000
2001,600.0000000000008,002630000000
3000,156.47058823529423,002630000015
2002,451.53846153846297,002635000000
2001,600.0000000000008,002640000000
3000,157.64705882352953,002640000015
2002,453.8461538461553,002645000000
2001,600.0000000000008,002650000000
3000,158.82352941176484,002650000015
2002,456.1538461538476,002655000000
2001,600.0000000000008,002660000000
3000,160.00000000000014,002660000015
2002,458.46153846153993,002665000000
2001,600.0000000000008,002670000000
3000,161.17647058823545,002670000015
2002,460.76923076923225,002675000000
2001,600.0000000000008,002680000000
3000,162.35294117647075,002680000015
2002,463.0769230769246,002685000000
2001,600.0000000000008,002690000000
3000,163.52941176470605,002690000015
2002,465.3846153846169,002695000000
2001,600.0000000000008,002700000000
3000,164.70588235294136,002700000015
2002,467.6923076923092,002705000000
2001,600.0000000000008,002710000000
3000,165.88235294117666,002710000015
2002,470.00000000000153,002715000000
2001,600.0000000000008,002720000000
3000,167.05882352941197,002720000015
